商品ｺｰﾄﾞ,商品名,商品名索引,単位,個数単位,主仕入先ｺｰﾄﾞ
S701155I00501,ｸﾚｵﾚｯｸｽ K4125 1t未満,ｸﾚｵﾚｯｸｽ,ｋｇ,ｋｇ,701155
S701155I00503,ｸﾚｵﾚｯｸｽ K4750 1t未満,ｸﾚｵﾚｯｸｽ,ｋｇ,ｋｇ,701155
S701155I00504,ｸﾚｵﾚｯｸｽ K4750 1t以上,ｸﾚｵﾚｯｸｽ,ｋｇ,ｋｇ,701155
S701155I00601,ｻﾝﾌﾟﾚｰﾝ F1400-2 FE65HB　BK,ｻﾝﾄﾌﾟﾚｰﾝ,ｋｇ,ｋｇ,701155
S701155I00701,ﾀﾌﾏｰ A-4050S,ﾀﾌﾏｰA-4050,ｋｇ,ｋｇ,701155
S701155I00801,ﾃｸﾉ150 BR21113 ﾗｲﾄｸﾞﾚｰ,ﾃｸﾉ150 BR2,ｋｇ,ｋｇ,701155
S701155I00901,ﾃﾌｧﾌﾞﾛｯｸ SE8400B(旧ﾗﾊﾞﾛﾝ),ﾗﾊﾞﾛﾝ,ｋｇ,ｋｇ,701155
S701155I01001,ﾃﾞﾙﾍﾟｯﾄ 60N,ﾃﾞﾙﾍﾟｯﾄ,ｋｇ,ｋｇ,701155
S701155I01002,ﾃﾞﾙﾍﾟｯﾄ 80N,ﾃﾞﾙﾍﾟｯﾄ,ｋｇ,ｋｇ,701155
S701155I01003,ﾃﾞﾙﾍﾟｯﾄ 80N MR10048(乳半) 25kg以上,ﾃﾞﾙﾍﾟｯﾄ,ｋｇ,ｋｇ,701155
S701155I01004,ﾃﾞﾙﾍﾟｯﾄ 80N MR10048(乳半) 50kg以上,ﾃﾞﾙﾍﾟｯﾄ,ｋｇ,ｋｇ,701155
S701155I01005,ﾃﾞﾙﾍﾟｯﾄ 80N MR10048(乳半) 75kg以上,ﾃﾞﾙﾍﾟｯﾄ,ｋｇ,ｋｇ,701155
S701155I01006,ﾃﾞﾙﾍﾟｯﾄ 80N MR10048(乳半) 100kg以上,ﾃﾞﾙﾍﾟｯﾄ,ｋｇ,ｋｇ,701155
S701155I01007,ﾃﾞﾙﾍﾟｯﾄ 80N MR10048(乳半) 125kg以上,ﾃﾞﾙﾍﾟｯﾄ,ｋｇ,ｋｇ,701155
S701155I01008,ﾃﾞﾙﾍﾟｯﾄ 80N MR10048(乳半) 300kg以上,ﾃﾞﾙﾍﾟｯﾄ,ｋｇ,ｋｇ,701155
S701155I01101,ﾉﾃｨｵ PN-3560,ﾉﾃｨｵPN-356,ｋｇ,ｋｇ,701155
S701155I01201,ﾊﾟﾗﾍﾟｯﾄ G1000,ﾊﾟﾗﾍﾟｯﾄ  G,ｋｇ,ｋｇ,701155
S701155I01202,ﾊﾟﾗﾍﾟｯﾄ SA-CW001-1000(次回単価確認),ﾊﾟﾗﾍﾟｯﾄ SA,ｋｇ,ｋｇ,701155
S701155I01203,ﾊﾟﾗﾍﾟｯﾄ SA-FW001-1000 (次回単価確認),ﾊﾟﾗﾍﾟｯﾄ SA,ｋｇ,ｋｇ,701155
S701155I01301,ﾊﾟﾝﾗｲﾄ LV-2250Y NAT 25kg以上,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01302,ﾊﾟﾝﾗｲﾄ ML-3104ZHP/TG2525,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01303,ﾊﾟﾝﾗｲﾄ ML-7500ZAH 100kg未満,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01304,ﾊﾟﾝﾗｲﾄ ML-7500ZAH 100kg以上,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01305,ﾊﾟﾝﾗｲﾄ ML-7500ZAH 1000kg以上,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01306,ﾊﾟﾝﾗｲﾄ ML-7500ZBH 100kg未満,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01307,ﾊﾟﾝﾗｲﾄ ML-7500ZBH 100kg以上,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01308,ﾊﾟﾝﾗｲﾄ ML-7500ZBH 1000kg以上,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01309,ﾊﾟﾝﾗｲﾄ ML-7500ZCH 100kg未満,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01310,ﾊﾟﾝﾗｲﾄ ML-7500ZCH 100kg以上,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01311,ﾊﾟﾝﾗｲﾄ ML-7500ZCH 1000kg以上,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01312,ﾊﾟﾝﾗｲﾄ MN-4805Z 100kg未満,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01313,ﾊﾟﾝﾗｲﾄ MN-4805Z 100kg以上,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01314,ﾊﾟﾝﾗｲﾄ MN-4805Z 1000kg以上,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01315,ﾊﾟﾝﾗｲﾄML-4104ZHP TG2533 (PC原料),ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01316,ﾊﾟﾝﾗｲﾄ ML-3302ZHS,ﾊﾟﾝﾗｲﾄ,ｋｇ,ｋｇ,701155
S701155I01401,ﾋﾞﾆｶ D1148 GY13(樹脂金具),ﾋﾞﾆｶ,ｋｇ,ｋｇ,701155
S701155I01501,ﾘﾝｸﾛﾝ HZ083 25kg～,XVF600N,ｋｇ,ｋｇ,701155
S701155I01502,ﾘﾝｸﾛﾝ XLE830N 100kg～ Ito,XVF600N,ｋｇ,ｋｇ,701155
S701155I01503,ﾘﾝｸﾛﾝ XVF600N,XVF600N,ｋｇ,ｋｇ,701155
S701155I01601,三井化学 TPX DX845　100kg未満,TPX,ｋｇ,ｋｇ,701155
S701155I01602,三井化学 TPX DX845　100kg以上,TPX,ｋｇ,ｋｇ,701155
S701155I01701,出光PP E105GM 2t未満,PP E105,ｋｇ,ｋｇ,701155
S701155I01801,ﾋﾞﾆｶCE60EA(C2798ﾀﾞｰｸｸﾞﾚｰ)*,,,,701155
S701155I01901,851Z-IO2 (ﾊｰﾈｽｶﾊﾞｰ),851Z-IO2,kg,kg,701155
S701155I02001,ﾋﾞｽﾀﾏｯｸｽ VM6102 Lot:1000kg/運賃込 石,ﾋﾞｽﾀﾏｯｸｽ,kg,kg,701155
S701155I02002,ﾋﾞｽﾀﾏｯｸｽ VM6102 Lot:5000kg 石狩入れ,ﾋﾞｽﾀﾏｯｸｽ,kg,kg,701155
S701155I02101,ﾉﾊﾞﾃｯｸ EG8B Lot:1t未満 石狩入れ,EG8B,kg,kg,701155
S701155I02102,ﾉﾊﾞﾃｯｸ EG8B Lot:1t以上 石狩入れ,EG8B,kg,kg,701155
S701155I02201,ﾀｹﾊﾗｶｶﾞｸ MAX2080K Lot:100kg 石狩入れ,MAX2080K,kg,kg,701155
S701155I02202,ﾀｹﾊﾗｶｶﾞｸ MAX2080K Lot:300kg 石狩入れ,MAX2080K,kg,kg,701155
S701155I02301,LANXESS(ﾃﾞｭﾚﾀﾝ AKV325 GF25%入り）,ﾃﾞｭﾚﾀﾝ,kg,kg,701155
S701185D00101,ﾘｹﾝ KBC9060Q 42-0414 ｸﾛ,,,,701185
S701185D00201,ﾘｹﾝ KBC0730A 42-0414 ｸﾛ,,,,701185
S701185D00301,ﾘｹﾝ KBS0292A 40-1017 ﾄｳﾒｲ,,,,701185
S701185D00401,ﾘｹﾝ ﾚｵｽﾄﾏｰ LE-3080N 78-1229 ﾗｲﾄﾌﾞﾗｳﾝ,,,,701185
S701185D00501,ﾘｹﾝ ﾚｵｽﾄﾏｰ LE-3180N 72-1252 ﾀﾞｰｸｸﾞﾚｰ,,,,701185
S701185D00601,ﾘｹﾝ ﾚｵｽﾄﾏｰ LE-3180N 78-1221 ｺｹﾞﾁｬ,,,,701185
S701185D00701,ﾘｹﾝ ﾚｵｽﾄﾏｰ LE-3180N 82-1334　ｸﾞﾚｰ,,,,701185
S701185D00801,ﾘｹﾝ ﾚｵｽﾄﾏｰ LE-3180N ﾅﾁｭﾗﾙ,,,,701185
S701185D00901,ﾘｹﾝ ﾚｵｽﾄﾏｰ LE-3180N-1 ﾅﾁｭﾗﾙ,,,,701185
S701185D01001,ﾌﾟﾗｲﾑﾎﾟﾘﾌﾟﾛ E-150GK ﾅﾁｭﾗﾙ,pp ﾌﾟﾗｲﾑﾎﾟ,kg,,701185
S701185D01002,ﾌﾟﾗｲﾑﾎﾟﾘﾌﾟﾛ J715M ﾅﾁｭﾗﾙ,pp ﾌﾟﾗｲﾑﾎﾟ,kg,,701185
S701185D01010,日本ﾎﾟﾘﾌﾟﾛ ｳｪｲﾏｯｸｽ EX8000（PP）,pp JPP,kg,,701185
S701185D01011,東洋ｽﾁﾚﾝ E640N,,kg,,701185
S701185D01012,ﾆﾎﾝA＆L 透明ABS ST-101,,kg,,701185
S701185D01013,東洋ｽﾁﾚﾝ EX7,,kg,,701185
S701185D01101,3Mｼﾞｬﾊﾟﾝ THV221GZ,,kg,,701185
S701185D01102,3MﾀｲﾆｵﾝTHV221GZ（50kg以上）,,kg,,701185
S701185D01201,ｱｻﾋｶｾｲ ｱｻｸﾘﾝNEWEX,,,,701185
S701185D01301,ｱｻﾋｶｾｲ ｽﾀｲﾗｯｸAS783 R5802 500kg未満,ｽﾀｲﾗｯｸ,kg,,701185
S701185D01302,ｱｻﾋｶｾｲ ｽﾀｲﾗｯｸAS783 R5802 500以上,ｽﾀｲﾗｯｸ,kg,,701185
S701185D01401,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｱﾙｸﾘﾝ J2060W,ｱﾙｸﾘﾝ j206,kg,,701185
S701185D01501,ｱﾛﾝｶｾｲ AR-5393B3 25kg,TPS,kg,kg,701185
S701185D01601,ｱﾛﾝｶｾｲ GB-4 25kg,TPS,kg,kg,701185
S701185D01701,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-731N 100kg未満,AR-731N,kg,kg,701185
S701185D01702,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-731N 100kg以上,AR-731N,kg,kg,701185
S701185D01801,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-741N 100kg未満,AR-741N,kg,kg,701185
S701185D01901,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-750N 100kg未満,AR-750N,kg,kg,701185
S701185D01902,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-750N 100kg以上,AR-750N,kg,kg,701185
S701185D01903,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-750N 1000kg以上,AR-750N,kg,kg,701185
S701185D02001,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-815C 100kg未満,AR-815C,kg,kg,701185
S701185D02002,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-815C 100kg以上,AR-815C,kg,kg,701185
S701185D02101,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-830C,AR-830C,kg,kg,701185
S701185D02201,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-850C (100kg未満),AR-850C,kg,kg,701185
S701185D02202,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-850C (100kg以上),AR-850C,kg,kg,701185
S701185D02301,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-DM-30N 100kg未満,AR-DM-30N,kg,kg,701185
S701185D02401,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-DM-50N 100kg未満,AR-DM-50N,kg,kg,701185
S701185D02402,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-DM-50N 100kg以上,AR-DM-50N,kg,kg,701185
S701185D02501,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-SC-0,AR-SC-0,kg,kg,701185
S701185D02601,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-SC-15,AR-SC-15,kg,kg,701185
S701185D02701,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-SC-45,AR-SC-45,kg,kg,701185
S701185D02711,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-SC-65,AR-SC-65,kg,kg,701185
S701185D03001,ｵｶﾀﾞｴﾝｼﾞﾆｱﾘﾝｸﾞ ｶﾞﾑｾﾝ ARX-550,ARX-550,kg,kg,701185
S701185D03101,ｵｶﾀﾞｴﾝｼﾞﾆｱﾘﾝｸﾞ ｶﾞﾑｾﾝ ARX-650,ARX-650,kg,kg,701185
S701185D03201,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ AEX-1897 PWO66ｸﾞﾚｰ,,kg,kg,701185
S701185D03301,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ AN-490 901 ﾌﾞﾗｯｸ,,kg,kg,701185
S701185D03401,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ AN-490 PH123 ｸﾞﾚｰ,,kg,kg,701185
S701185D03501,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ GA-704 N,,kg,kg,701185
S701185D03601,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ SR ﾅﾁｭﾗﾙ 300kg未満,ｸﾗﾗｽﾁｯｸ SR,,,701185
S701185D03701,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ SR ｸﾛ,ｸﾗﾗｽﾁｯｸ SR,,,701185
S701185D03801,ﾆﾎﾝA&L ｸﾗﾗｽﾁｯｸ ST-600 ICE,,kg,kg,701185
S701185D03901,ﾀｶﾊﾗｶｶﾞｸ  MAX 1180K,mb ﾏx 1180,kg,,701185
S701185D04001,ﾀｶﾊﾗｶｶﾞｸ  MAX 5070K,,kg,,701185
S701185D04101,ﾀｹﾊﾗｶｶﾞｸ  MAX 2070T,,,,701185
S701185D04201,ﾀｹﾊﾗｶｶﾞｸ  MAX 2080K,,,,701185
S701185D04301,ﾆﾎﾝA&L ﾀﾌﾄﾚｰｽ C10,ﾀﾌﾄﾚｰｽ  C1,,,701185
S701185D04401,ﾌﾟﾗｲﾑﾎﾟﾘﾏｰ ﾊｲｾﾞｯｸｽ6300M,,kg,kg,701185
S701185D04501,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ EV40LX,,ｋｇ,ｋｇ,701185
S701185D04502,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ EV170,,ｋｇ,ｋｇ,701185
S701185D04503,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ EV260,,ｋｇ,ｋｇ,701185
S701185D04504,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ V421,,ｋｇ,ｋｇ,701185
S701185D04601,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ EV460,EVA,kg,kg,701185
S701185D04701,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ EVA V-5401,,kg,kg,701185
S701185D04801,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ EVA V-5961,EVAFLEX EV,kg,kg,701185
S701185D04901,ﾐﾂｲﾃﾞｭﾎﾟﾝ ｴﾊﾞﾌﾚｯｸｽ V523,,kg,kg,701185
S701185D05001,ﾆﾎﾝﾐﾗｸﾄﾗﾝ ﾐﾗｸﾄﾗﾝ E390EOBA,,,,701185
S701185D05101,ﾆﾎﾝﾐﾗｸﾄﾗﾝ ﾐﾗｸﾄﾗﾝ E390P NAT,,,,701185
S701185D05201,ﾆﾎﾝﾐﾗｸﾄﾗﾝ ﾐﾗｸﾄﾗﾝU375PJBE ｸﾞﾚｰ,ﾊﾟｰﾙｾﾝU375,,,701185
S701185D05301,ﾘｹﾝ LQR7466N ｹﾞﾙ,,,,701185
S701185D05401,ﾐﾂｲﾃﾞｭﾎﾟﾝ EVA-P1403,,,,701185
S701185D05402,ﾐﾂﾋﾞｼｶｶﾞｸ ｻｰﾓﾗﾝ3655N,,kg,kg,701185
S701185D05501,7206 LGY4(181) ﾗｲﾄｸﾞﾚｰ,,,,701185
S701185D05601,7206 WH00 (軟)非鉛(旧7822WH02),,,,701185
S701185D05701,BBG0171C 12-0696ｸﾛ 3,,,,701185
S701185D05801,BBV0087B 12-0016ｸﾛ*,,,,701185
S701185D05901,BBV0154A 23-1039 赤･,,,,701185
S701185D06001,BBV0154A 25-1101 黄･,,,,701185
S701185D06101,BBV0154A 25-1429ｸﾘｰﾑ･,,,,701185
S701185D06201,BBV0154A 27-1139 青 ･,,,,701185
S701185D06301,BBV0318A 26-1298ｸﾞﾘｰﾝ･,,,,701185
S701185D06401,BBV0382A 12-0016ｸﾛ,,,,701185
S701185D06501,BBV1289A 11-1826(ｵﾌﾎﾜｲﾄ),BBV1289A,kg,,701185
S701185D06601,BCV9722N 10-1714 ﾌﾞﾙｰﾄｰﾒｰ ･,,,,701185
S701185D06701,BDG0003A 28-1081ﾌﾞﾗｳﾝ,,,,701185
S701185D06801,BML9779N 22-1873ﾗｲﾄｸﾞﾚｰ,,,,701185
S701185D06901,BVV0643B 12-0018ｸﾛ･,,,,701185
S701185D07001,BVV0643C 12-0018 ｸﾛ,,,,701185
S701185D07101,BZV7280N 12-0013 ｸﾛ,,,,701185
S701185D07201,D456 BR14,,,,701185
S701185D07301,D456 LBR25,,,,701185
S701185D07401,D456 WH14(#20)ｱｲﾎﾞﾘｰ(硬),,,,701185
S701185D07501,DYNARON 1320P,,,,701185
S701185D07601,EBH0108A 89-1043 ｸﾛ,,,,701185
S701185D07701,EX215 WUA2094B,,,,701185
S701185D07801,FC60DA GY3 (7822),,,,701185
S701185D07901,FC60DA W 7822 (FE60MA W2),,,,701185
S701185D08001,HE3422 BK01(B),,,,701185
S701185D08101,MC1-21-13487 ﾌﾞﾙｰ,,,,701185
S701185D08201,MC2-24-12957 ﾌﾞﾗｳﾝ(5.5),MC2-24-129,,,701185
S701185D08301,MC加工 2-22-16332,,,,701185
S701185D08401,MC加工 9-25-5964,,,,701185
S701185D08501,NCL AN4213C,,,,701185
S701185D08601,NS-1613 22-0287 ｸﾞﾚｰ,,,,701185
S701185D08701,NS-1613 81-0586 ｼﾛ,,,,701185
S701185D08801,NS-1613 85-0515 ｱｲﾎﾞﾘ,,,,701185
S701185D08901,RE-3332 35-0902 黄,,,,701185
S701185D09001,RE-3332 42-0414 黒･,,,,701185
S701185D09101,RE-3332 94-0676 ﾋﾟﾝｸ,,,,701185
S701185D09201,RE-3454 46-0099ｸﾞﾘｰﾝ,,,,701185
S701185D09301,RE-3845 40-1207ｸﾛﾄｰﾒ,,,,701185
S701185D09401,S2208 DBR,,,,701185
S701185D09501,S2208 W5 (#20),,,,701185
S701185D09601,S-40SN,,,,701185
S701185D09701,SE-3A CPS1018A ｱｲﾎﾞﾘｰ 美唄,,,,701185
S701185D09801,SE-3A FPS1034A ｳｽﾁｬ 美唄,,,,701185
S701185D09901,TN-4151 12-0013ｸﾛ,,,,701185
S701185D10001,TN-4453 10-0004 透明,,,,701185
S701185D10101,TPO No.578 素材,,,,701185
S701185D10201,TPO ｻｰﾘﾝｸ SL-3160 (使用ｼﾅｲ),,,,701185
S701185D10301,VP-1 4-28-13104(ｸﾞﾚｰ)Kﾏｯｸ,,,,701185
S701185D10401,YT346 KI NP,,,,701185
S701185D10501,YT-346 LA3940,,,,701185
S701185D10601,ｱﾛﾝｶｾｲ ｴﾗｽﾄﾏｰ AR-SC-75,AR-SC-75,kg,kg,701185
S701185D10701,HB332R,HB332R,kg,kg,701185
S701185D10702,BJS‐MU,BJS-MU,kg,kg,701185
S701185D10801,ｹﾞﾙ･ｸﾞﾘｰﾝ+（ﾌﾟﾗｽ）1Lﾎﾞﾄﾙ,,kg,kg,701185
S701185D10901,UMG AES WH50 一般着色 白,,kg,kg,701185
S701185D11001,RS72　0.7㎜1100㎜幅×2000m巻,,ｍ,,701185
S701185D11002,RS82　0.7㎜1050㎜幅×2000m巻,,ｍ,,701185
S701185D11101,Pﾀﾙｸ（竹原化学工業／稲畑産業）20㎏,,kg,,701185
S701185H00101,ｸﾞﾗﾏｲﾄﾞ T-663G30(黒),ｸﾞﾗﾐﾄﾞﾏｲﾄﾞ,kg,,701185
S701185I00201,AR-SC-15,AR-SC-15,ｋｇ,ｋｇ,701185
S701185I00202,AR-SC-65,AR-SC-65,ｋｇ,ｋｇ,701185
S701185I00301,BBG0258A 16-1532 ﾓｽｸﾞﾘｰﾝ　I,BBG0258A,ｋｇ,ｋｇ,701185
S701185I00302,BBG0258A 18-2387 ﾍﾞｰｼﾞｭ I,BBG0258A 1,kg,,701185
S701185I00303,BBG0258A 12-0016 ｸﾛ I,BBG0258A 1,kg,,701185
S701185I00304,BBG0258A 29-1641 ｶｰｷｰ I,1641ｶｰｷｰ,ｋｇ,ｋｇ,701185
S701185I00401,BBL0339A　I　注文時単価確認,BBL0339,ｋｇ,ｋｇ,701185
S701185I00501,XBBL0497A 29-1713 ﾀﾞｰｸｸﾞﾚｰ　I X,BBL0497A,ｋｇ,ｋｇ,701185
S701185I00502,BBL0497A 22-2347 ｸﾞﾚｰ　I,BBL0497A,ｋｇ,ｋｇ,701185
S701185I00503,BBL0497A 29-1713 ﾀﾞｰｸｸﾞﾚｰ　I,BBL0497A,ｋｇ,ｋｇ,701185
S701185I00601,BBV0142A　I　注文時単価確認,BBV0142,ｋｇ,ｋｇ,701185
S701185I00701,BBV0382A 12-0016 黒　I,BBV0382,ｋｇ,ｋｇ,701185
S701185I00801,BBV0566A　I,BBV0566A,ｋｇ,ｋｇ,701185
S701185I00901,BZG0143A 20-9274 ﾒﾀﾘｯｸ(P17ｻｲﾄﾞﾃｰﾌﾟ)I,BZG0143,ｋｇ,ｋｇ,701185
S701185I00902,BZG0143A 29-1713 ﾀﾞｰｸｸﾞﾚｰ A95度 I,BZG0143A,ｋｇ,ｋｇ,701185
S701185I01001,BZG9875T 10-7415 ｵﾚﾝｼﾞﾒﾀ　I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01002,BZG9875T 10-7877 ﾊﾟｰﾙﾌﾞﾗｳﾝ　I,BZG9875T,Ｋｇ,ｋｇ,701185
S701185I01003,BZG9875T 10-7883 ﾒﾀﾘｯｸﾌﾞﾗｳﾝ　I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01004,BZG9875T 10-8420 ﾛｰｽﾞﾋﾟﾝｸ　I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01005,BZG9875T 10-8632 ﾒﾀﾘｯｸｸﾞﾘｰﾝ　I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01006,BZG9875T 10-8635 ﾒﾀﾘｯｸｷﾐﾄﾞﾘ　I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01007,BZG9875T 10-8730 ﾒﾀﾘｯｸﾌﾞﾙｰ　I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01008,BZG9875T 10-8735 ﾒﾀﾘｯｸﾌﾞﾙｰ I,BZG9875T,kg,,701185
S701185I01009,BZG9875T 10-9438 ﾑﾗｻｷﾒﾀ I,BZG9875T,kg,,701185
S701185I01010,BZG9875T 12-0014 ｸﾛ　I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01011,BZG9875T 12-2232 ｸﾞﾚｰ　I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01012,BZG9875T 16-1535 ｸﾞﾘｰﾝ I,BZG9875T,kg,,701185
S701185I01013,BZG9875T 18-2383 ﾁｬ　I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01014,BZG9875T 18-2584 ﾁｬ I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01015,BZG9875T 10-7347 ｱｶﾒﾀﾘｯｸ　I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01016,BZG9875T 10-8717 ｱｵﾒﾀﾘｯｸ I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01017,BZG9875T 11-1640 ｼﾛ I,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01018,BZG9875T 18-2707 ﾀﾞｰｸﾌﾞﾗｳﾝ,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01019,BZG9875T 15-2195 ｼﾄﾗｽｲｴﾛｰ,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01020,BZG9875T 17-1683 ﾌﾞﾙｰｸﾞﾚｰ,BZG9875T,ｋｇ,ｋｇ,701185
S701185I01101,ENGAGE7447,ENGAGE7447,ｋｇ,ｋｇ,701185
S701185I01201,EVA EV260,EVA,ｋｇ,ｋｇ,701185
S701185I01202,EVA EV460,EVA,ｋｇ,ｋｇ,701185
S701185I01203,EVAFREX EV45LX 次回価格確認,EVAFREX,ｋｇ,ｋｇ,701185
S701185I01301,HM(ﾊｲﾐﾗﾝ) 1707,HM(ﾊｲﾐﾗﾝ),ｋｇ,ｋｇ,701185
S701185I01401,KBC0983A 38-3466 ﾌﾞﾗｳﾝ I,KBC0983A,ｋｇ,ｋｇ,701185
S701185I01501,KBC8586P 38-2511 ｺｽﾓﾌﾞﾗｯｸ I,KBC8596N,ｋｇ,ｋｇ,701185
S701185I01502,KBC8586P 38-3288 ﾌﾞﾗｳﾝ,KBC8596N,ｋｇ,ｋｇ,701185
S701185I01601,KBC8586Q 38-3288 ﾌﾞﾗｳﾝ,KBC8596N,ｋｇ,ｋｇ,701185
S701185I01701,KBC8596N 38-3309ﾁｬ(KBV0329A改良品),KBC8596N,ｋｇ,ｋｇ,701185
S701185I01702,KBC8596N 38-3310ﾗｲﾄﾌﾞﾗｳﾝ(KBV0329A改,KBC8596N,ｋｇ,ｋｇ,701185
S701185I01703,KBC8596N 95-0326ｱｲﾎﾞﾘｰ(KBV0329A改良),KBC8596N,ｋｇ,ｋｇ,701185
S701185I01704,KBC8941N 32-2503 ｸﾞﾚｰ I,KBC8941N,ｋｇ,ｋｇ,701185
S701185I01801,KBV0329A 95-0326 ｱｲﾎﾞﾘｰ　I,KBV0329A,ｋｇ,ｋｇ,701185
S701185I01901,KBV0396A KH-8111 白,,Kｇ,,701185
S701185I02001,KBV9735N 48-1784 ﾁｬ(50kg注文時)　I,KBV9735N,kg,ｋｇ,701185
S701185I02101,KBV9804N 42-0414 ｸﾛ　I,KBV9804N,ｋｇ,ｋｇ,701185
S701185I02201,LN8082 12-0014　I,LN8082,ｋｇ,ｋｇ,701185
S701185I02202,LN8082 25-1420 ﾍﾞｰｼﾞｭ　I,LN8082,ｋｇ,ｋｇ,701185
S701185I02203,LN8082 85-0558 ｼﾛ (ｸﾚﾄｲｼ製品)　I,LN8082,ｋｇ,ｋｇ,701185
S701185I02301,NS-1613 22-0287 ｸﾞﾚｰ　I,NS-1613,ｋｇ,ｋｇ,701185
S701185I02302,NS-1613 85-0515 ｱｲﾎﾞﾘｰ　I,NS-1613,ｋｇ,ｋｇ,701185
S701185I02401,PEONY WHITE LF-1060,PEONY,ｋｇ,ｋｇ,701185
S701185I02501,RE-3332 94-0676 ﾋﾟﾝｸ(34-4136に変更)I,RE-3332,ｋｇ,ｋｇ,701185
S701185I02511,RE-3153 42-0414 ｸﾛ I,RE-3153,ｋｇ,,701185
